"opportunity_id","opportunity_number","opportunity_title","opportunity_status","agency_code","category","category_explanation","post_date","close_date","close_date_description","archive_date","is_cost_sharing","expected_number_of_awards","estimated_total_program_funding","award_floor","award_ceiling","additional_info_url","additional_info_url_description","opportunity_assistance_listings","funding_instruments","funding_categories","funding_category_description","applicant_types","applicant_eligibility_description","agency_name","top_level_agency_name","agency_contact_description","agency_email_address","agency_email_address_description","is_forecast","forecasted_post_date","forecasted_close_date","forecasted_close_date_description","forecasted_award_date","forecasted_project_start_date","fiscal_year","created_at","updated_at","url","summary_description"
"47461b45-366e-4368-9707-05ddd9cf5cbd","20080827-GE","America's Historical and Cultural Organizations: Planning Grants","archived","NEH","discretionary","","2008-06-30","2008-08-27","","2008-09-26","False","","","0","75000","http://www.neh.gov/grants/guidelines/AHCO_PlanningGuidelines.html","http://www.neh.gov/grants/guidelines/AHCO_PlanningGuidelines.html","45.164|Promotion of the Humanities_Public Programs","grant","humanities","","special_district_governments;nonprofits_non_higher_education_with_501c3;public_and_state_institutions_of_higher_education;city_or_township_governments;private_institutions_of_higher_education;state_governments;federally_recognized_native_american_tribal_governments","","National Endowment for the Humanities","National Endowment for the Humanities","Division of Public Programs
National Endowment for the Humanities
Room 426
1100 Pennsylvania Avenue, NW 
Washington, D.C. 20506 
202-606-8269","publicpgms@neh.gov","publicpgms@neh.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/47461b45-366e-4368-9707-05ddd9cf5cbd","Americas Historical and Cultural Organizations grants support traveling or long-term museum exhibitions, library-based projects, interpretation of historic places or areas, interpretive Web sites, or other project formats that creatively engage audiences in exploring humanities ideas and questions. Planning grants can be used to plan, refine, and develop the content and interpretive approach of a project. Applicants should have already conducted preliminary consultation with scholars to help shape the humanities content of the project and with other programming advisers appropriate to the projects format. Applications for panel exhibitions are accepted only from organizations other than museums, such as libraries or library systems. Panel exhibitions must travel beyond a single site and must also incorporate at least one other program format. Applications that make innovative use of emerging technologies are encouraged. Projects should do more than simply provide a digital archive of material. They should offer new ways of contextualizing and interpreting information that engages public audiences interactively in exploring humanities ideas and questions. Applications may, for example, include plans to create Web sites, PDA tours and resources, podcasts, virtual environments, wiki formats or others that utilize user-generated content, virtual imaging, GIS mapping, online scholar-led discussions, video on demand, streaming video, games, or other digital components. Digital components should rest on sound humanities scholarship and enhance the projects humanities content for the general public in ways that take unique advantage of the chosen technology. Support is also available to expand previously funded NEH projects through the addition of new, complementary formats, for example, developing a series of reading and discussion programs around an exhibition or film or using digital formats to add new interpretive dimensions to a project. The new formats should complement and expand the projects original humanities content in unique ways and should reach audiences that were not served by the original project."
"4aebe06b-6428-4928-bf7c-35b19cd9bd4a","20080827-TR","America's Media Makers: Production Grants","archived","NEH","discretionary","","2008-05-13","2008-08-27","","2008-09-26","False","","","0","1000000","http://www.neh.gov/grants/guidelines/AmMediaMakers_production.html","http://www.neh.gov/grants/guidelines/AmMediaMakers_production.html","45.164|Promotion of the Humanities_Public Programs","grant","humanities","","public_and_state_institutions_of_higher_education;nonprofits_non_higher_education_with_501c3;state_governments;federally_recognized_native_american_tribal_governments;city_or_township_governments;private_institutions_of_higher_education","","National Endowment for the Humanities","National Endowment for the Humanities","Division of Public Programs 
National Endowment for the Humanities
Room 426
1100 Pennsylvania Avenue, NW 
Washington, DC 20506
202-606-8269","publicpgms@neh.gov","publicpgms@neh.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/4aebe06b-6428-4928-bf7c-35b19cd9bd4a","Grants for Americas Media Makers support media projects that explore significant events, figures, or developments in the humanities and offer creative and new approaches to humanities content. Americas Media Makers projects promote active exploration and engagement for broad public audiences in history, literature, archaeology, art history, comparative religion, philosophy, and other fields of the humanities. NEH supports the development of humanities content and interactivity that excites, informs, and stirs thoughtful reflection and urges applicants to consider more than one format for presenting humanities ideas to the public. Grants for Americas Media Makers should enable greater audience engagement with the humanities, encourage dialogue and discussion, and foster discovery-based learning across the age spectrum. Production grants support the preparation of a program for distribution. Applicants must submit a script for a radio or television program or a prototype or storyboard for a digital media project that demonstrates a solid command of the humanities ideas and scholarship about the subject. The script for a radio or television program or prototype or storyboard for a digital media project should also show how the narrative elements, visual approach, and interactive design combine to present the humanities ideas. Applicants must have consulted with the appropriate scholars about the project and obtained their commitment as advisers. Finally, applicants must have recruited the media team, including at a minimum the producer, director, writer, and, for a digital media project, the interactive designer. "
"5e268216-dea6-4bc3-947d-6ccc83553d7c","HHS-2008-IHS-PHN-0003","Women's Health  Women's Health Demonstration Cooperative Agreement Program","archived","HHS-IHS","discretionary","","2008-08-02","2008-08-27","
                         See link to full announcement for details.
                    ","2008-09-26","False","4","","0","150000","http://www.ihs.gov/NonMedicalPrograms/gogp/index.cfm?module=HHS-2008-IHS-PHN-0003","http://www.ihs.gov/NonMedicalPrograms/gogp/index.cfm?module=HHS-2008-IHS-PHN-0003","93.933|Demonstration Projects for Indian Health","cooperative_agreement","health","","other","a.   Tribes and Tribal organizations as defined in 25 U.S.C. 1603(d) and (e), or  An urban Indian organization as defined in 25 U.S.C. 1603(h), or   A Non-profit Tribal organization as defined by the IHCIA, 25 U.S.C. 1603(e).    Only one application per Tribe, Tribal or urban Indian organization will be allowed.  Applicants must at least have 35,000 encounters annually and provide supporting documentation of their annual encounters.  ","Indian Health Service","Department of Health and Human Services","Tammy Bagley
Tammy.Bagley@ihs.gov
","Tammy.Bagley@ihs.gov","Tammy Bagley","False","","","","","","","","","https://simpler.grants.gov/opportunity/5e268216-dea6-4bc3-947d-6ccc83553d7c","The Indian Health Service (IHS), Office of Clinical and Preventive Services, Division of Nursing, Women's Health (WH), announces a competitive cooperative agreement for the Women's Health Demonstration Cooperative Agreement Program.  This program is authorized under the authority of Section 301 (a) of the Public Health Service Act, as amended, and 25 U.S.C. 1653, 25 U.S.C. 1602(13), and 25 U.S.C. 1602(15).  This program is described at 93.933 in the Catalog of Federal Domestic Assistance (CFDA).  "
"82e697a9-5073-4f45-90c9-2bc7a8d262f4","CA-NOI08-2005","Susanville Depot Visitor Center & Trail Planning","archived","DOI-BLM","discretionary","","2008-08-11","2008-08-27","","2008-08-31","True","1","125000","1000","125000","","","15.225|Recreation Resource Management","cooperative_agreement","community_development","","nonprofits_non_higher_education_with_501c3","","Bureau of Land Management","Department of the Interior","Leona Parker
Grants & Agreements Specialist
Phone 530-252-5338","lparker@ca.blm.gov","government e-mail","False","","","","","","","","","https://simpler.grants.gov/opportunity/82e697a9-5073-4f45-90c9-2bc7a8d262f4","NOTICE OF INTENT - CA-NOI08-2005 - BLM has worked in partnership with Lassen Land and Trails Trust to assist the Trust in their operation of the Susanville Railroad Depot as a trailhead and visitor center for the Bizz Johnson Trail under a variety of BLM agreements since 1994.  The new agreement will include Depot Visitor Center Operations and support for the Lassen Land and Trails Trust work to help BLM implement trails elements of the Eagle Lake Field Office Resource Management Plan, adopted, May 2008."
"bcb17e75-c228-4e96-a7b0-8cd293941f4c","20080827-BR","Interpreting America's Historic Places Implementation Grants","archived","NEH","discretionary","","2008-06-06","2008-08-27","","2008-09-26","False","","","0","1000000","http://www.neh.gov/grants/guidelines/IAHP_Implementation.html","http://www.neh.gov/grants/guidelines/IAHP_Implementation.html","45.164|Promotion of the Humanities_Public Programs","grant","humanities","","private_institutions_of_higher_education;federally_recognized_native_american_tribal_governments;public_and_state_institutions_of_higher_education;nonprofits_non_higher_education_with_501c3;city_or_township_governments;state_governments","","National Endowment for the Humanities","National Endowment for the Humanities","Division of Public Programs
National Endowment for the Humanities
Room 426
1100 Pennsylvania Avenue, NW 
Washington, D.C. 20506 
202-606-8269","publicpgms@neh.gov","publicpgms@neh.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/bcb17e75-c228-4e96-a7b0-8cd293941f4c","As part of the NEHs We the People program, Interpreting Americas Historic Places grants support public humanities projects that exploit the evocative power of historic places to address themes and issues central to American history and culture, including those that advance knowledge of how the founding principles of the United States have shaped American history and culture for more than two hundred years. Interpreting Americas Historic Places projects may interpret a single historic site or house, a series of sites, an entire neighborhood, a town or community, or a larger geographical region. The place taken as a whole must be significant to American history, and the project must convey its historic importance to visitors. The audience for Interpreting Americas Historic Places projects is the general public. (For other public humanities projects that may not focus so closely on historic places, refer to the implementation grant guidelines for Americas Historical and Cultural Organizations.) 
The goals of Interpreting Americas Historic Places are to 
enhance lifelong learning in American history by connecting nationally significant events, people, ideas, stories, and traditions with specific places; 
foster the development of interpretive programs for the public that address central events, themes, and issues in American history; and 
encourage consultation with humanities scholars and history organizations in the development of heritage tourism destinations. 
Interpreting Americas Historic Places projects should 
interpret a place that played a significant role in American history; 
enrich the visitor experience at one or more historic places by interpreting these places in light of broader themes in American history; 
make use of the specific features of one or more historic placesthe site, its location, buildings, or other natural or built featuresas integral parts of the proposed interpretation; 
build on sound humanities scholarship; 
involve humanities scholars in all phases of development and implementation; 
approach the subject thematically, analytically, and interpretively through an appropriate variety of perspectives; 
interest broad audiences; and 
employ appealing and accessible program formats that will actively engage the public in learning."
"ca96b99f-8baa-4942-95eb-3ea8b1e2c7af","WO-NOI-08-8013","National Academy of Sciences Coal Bed Methane Study","archived","DOI-BLM","mandatory","CategoryExplanation","2008-08-13","2008-08-27","","2008-09-26","False","1","560960","560960","560960","","","15.224|Cultural Resource Management","grant","environment","","other","This Funding Announcement is not a request for applications.  This announcement is to provide public notice of the Bureau of Land Managements intention to fund the following project activities without full and open competition.","Bureau of Land Management","Department of the Interior","Vieda Hubbard
DOI/Bureau of Land Management
Phone (202) 452-5034","vieda_hubbard@blm.gov","Grants & Agreements Specialist","False","","","","","","","","","https://simpler.grants.gov/opportunity/ca96b99f-8baa-4942-95eb-3ea8b1e2c7af","The National Academy of Sciences shall conduct a study on the effect of coal bed natural gas production on surface and ground water resources, including ground water aquifiers, in the States of Montana, Wyoming, Colorado, New Mexico, North Dakota, and Utah. "
"cf4f1ca8-7f9e-4b01-9623-31c4cc219a7f","20080827-GI","America's Historical and Cultural Organizations: Implementation Grants","archived","NEH","discretionary","","2008-06-30","2008-08-27","","2008-09-26","False","","","0","1000000","http://www.neh.gov/grants/guidelines/AHCO_ImplementationGuidelines.html","http://www.neh.gov/grants/guidelines/AHCO_ImplementationGuidelines.html","45.164|Promotion of the Humanities_Public Programs","grant","humanities","","state_governments;private_institutions_of_higher_education;special_district_governments;city_or_township_governments;public_and_state_institutions_of_higher_education;federally_recognized_native_american_tribal_governments;nonprofits_non_higher_education_with_501c3","","National Endowment for the Humanities","National Endowment for the Humanities","Division of Public Programs
National Endowment for the Humanities
Room 426
1100 Pennsylvania Avenue, NW 
Washington, D.C. 20506 
202-606-8269","publicpgms@neh.gov","publicpgms@neh.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/cf4f1ca8-7f9e-4b01-9623-31c4cc219a7f","Americas Historical and Cultural Organizations implementation grants support traveling or long-term museum exhibitions, library-based projects, interpretation of historic places or areas, interpretive Web sites, or other project formats that creatively engage audiences in exploring humanities ideas and questions. Applications for panel exhibitions are accepted only from organizations other than museums, such as libraries or library systems. Panel exhibitions must travel beyond a single site and must also incorporate at least one other program format. Applications that make innovative use of emerging technologies are encouraged. Projects should do more than simply provide a digital archive of material. They should offer new ways of contextualizing and interpreting information that engages public audiences interactively in exploring humanities ideas and questions. Applications may, for example, include plans to create Web sites, PDA tours and resources, podcasts, virtual environments, wiki formats or others that utilize user-generated content, virtual imaging, GIS mapping, online scholar-led discussions, video on demand, streaming video, games, or other digital components. Digital components should rest on sound humanities scholarship and enhance the projects humanities content for the general public in ways that take unique advantage of the proposed format. Support is also available to expand previously funded NEH projects through the addition of new, complementary formats, for example, developing a series of reading and discussion programs around an exhibition or film or using digital formats to add new interpretive dimensions to a project. The new formats should complement and expand the projects original humanities content in unique ways and should reach audiences that were not served by the original project."
"0250e492-1a10-4d0d-b9f4-06f145beb62b","2008NEA01ACC","NEA AccessAbility Program Announcement, FY 2009","archived","NEA","discretionary","CategoryExplanation","2008-07-14","2008-08-27","","2008-09-26","True","3","","50000","75000","http://www.arts.gov/grants/apply/accessibility.html","NEA AccessAbility Program Announcement, FY 2009 ","45.024|Promotion of the Arts_Grants to Organizations and Individuals","grant","arts","","independent_school_districts;private_institutions_of_higher_education;county_governments;special_district_governments;nonprofits_non_higher_education_with_501c3;city_or_township_governments;public_and_state_institutions_of_higher_education;federally_recognized_native_american_tribal_governments;state_governments","Nonprofit, tax-exempt 501(c)(3), U.S. organizations; units of state or local government; or federally recognized tribal communities or tribes may apply. To be eligible, the applicant organization must:

Meet the Arts Endowment's ""Legal Requirements,"" including nonprofit, tax-exempt status, as detailed in the FY 2009 Grants for Arts Projects guidelines, at the time of application. 
Have at least a three-year history of experience that is directly related to the particular Grant Opportunity prior to the application deadline. 
Have submitted acceptable Final Report packages by the due date(s) for all Arts Endowment award(s) previously received. 
","National Endowment for the Arts","National Endowment for the Arts","Web Manager","webmgr@arts.endow.gov","Web Manager","False","","","","","","","","","https://simpler.grants.gov/opportunity/0250e492-1a10-4d0d-b9f4-06f145beb62b","This program announcement outlines three separate National Endowment for the Arts projects. These projects, listed below, provide career opportunities or arts programming for individuals with disabilities, older adults, or those in healthcare settings: 

Statewide Forums on Careers in the Arts for Individuals with Disabilities 
Access to Design Professions 
Arts in Healthcare Consultancy Program 
The Arts Endowment plans to award one grant for each project. Each grant may be renewed for up to four years, subject to agency priorities, the availability of funds, and grantee performance. These projects are managed by the Arts Endowment's AccessAbility Office, which works with a wide range of public and private partners. For more information on the background of each project, visit the Accessibility section of the Arts Endowment's Web site. 



"
"aad5050e-a297-422c-b0e8-8b4a4d646f67","NV-NOI080024","Elko District Emergency Stabilization and Rehabilitation Program","archived","DOI-BLM","discretionary","","2008-08-21","2008-08-27","","2008-08-28","False","1","18809","18809","18809","","","15.231|Fish, Wildlife and Plant Conservation Resource Management","cooperative_agreement","natural_resources","","nonprofits_non_higher_education_with_501c3","","Bureau of Land Management","Department of the Interior","Susan Kaller
Grants & Agreements Specialist
Phone 775-861-6559","susan_kaller@blm.gov","skaller@blm.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/aad5050e-a297-422c-b0e8-8b4a4d646f67","This Funding Announcement is not a request for applications.  This announcement is to provide public notice of the Bureau of Land Managements intention to fund the following project activities without full and open competition.  The Elko District Office Emergency Stabilization and Rehabilitation Program is an ongoing project which includes the conducting of scientific analyses and mechanical treatments, and related work included, but not limited to, monitoring, seeding, mulching, fencing, planting, erosion control that may be necessary to stabilize and/or restore native rangeland and woodland following wildland fires.   "
"9d3409f8-570d-4385-9d53-bac9d28cb99a","20080827-BP","Interpreting America's Historic Places Planning Grants","archived","NEH","discretionary","","2008-06-06","2008-08-27","","2008-09-26","False","","","0","75000","http://www.neh.gov/grants/guidelines/IAHP_Planning.html","http://www.neh.gov/grants/guidelines/IAHP_Planning.html","45.164|Promotion of the Humanities_Public Programs","grant","humanities","","nonprofits_non_higher_education_with_501c3;public_and_state_institutions_of_higher_education;federally_recognized_native_american_tribal_governments;private_institutions_of_higher_education;state_governments;city_or_township_governments","","National Endowment for the Humanities","National Endowment for the Humanities","Division of Public Programs
National Endowment for the Humanities
Room 426
1100 Pennsylvania Avenue, NW 
Washington, D.C. 20506 
202-606-8269","publicpgms@neh.gov","publicpgms@neh.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/9d3409f8-570d-4385-9d53-bac9d28cb99a","As part of the NEH's We the People program, Interpreting Americas Historic Places grants support public humanities projects that exploit the evocative power of historic places to address themes and issues central to American history and culture, including those that advance knowledge of how the founding principles of the United States have shaped American history and culture for more than two hundred years. Interpreting Americas Historic Places planning grants support planning that leads to the interpretation of a single historic site or house, a series of sites, an entire neighborhood, a town or community, or a larger geographical region. The place taken as a whole must be significant to American history, and the project must convey its historic importance to visitors. The audience for Interpreting Americas Historic Places projects is the general public. (For other public humanities projects that may not focus so closely on historic places, refer to the planning grant guidelines for Americas Historical and Cultural Organizations.) The goals of Interpreting Americas Historic Places grants are to
enhance lifelong learning in American history by connecting nationally significant events, people, ideas, stories, and traditions with specific places; 
foster the development of interpretive programs for the public that address central events, themes, and issues in American history; and 
encourage consultation with humanities scholars and history organizations in the development of heritage tourism destinations. 
Interpreting Americas Historic Places projects should
interpret a place that played a significant role in American history; 
enrich the visitor experience at one or more historic places by interpreting these places in light of broader themes in American history; 
make use of the specific features of one or more historic placesthe site, its location, buildings, or other natural or built featuresas integral parts of the proposed interpretation; 
be based on sound humanities scholarship; 
involve humanities scholars in all phases of development and implementation; 
approach the subject thematically, analytically, and interpretively through an appropriate variety of perspectives; 
interest broad audiences; and 
employ appealing and accessible program formats that will actively engage the public in learning."
"0227b5f1-607e-4c73-af63-3b1ac888b571","CA-NOI-08-0012","San Joaquin River Gorge Hands on the Land Program","archived","DOI-BLM","discretionary","null","2008-08-19","2008-08-28","","2008-09-30","False","1","250000","25000","250000","","","15.225|Recreation Resource Management","cooperative_agreement","education","","nonprofits_non_higher_education_with_501c3","","Bureau of Land Management","Department of the Interior","Traci Thaler
Grants and Agmts Specialist
Phone 916-978-4529","tthaler@blm.gov","tthaler@blm.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/0227b5f1-607e-4c73-af63-3b1ac888b571"," This is a Follow-on project to expand an existing national partnership to the local level to assist BLM in developing and presenting site-specific hands-on, interactive natural and heritage resource educational programs and products for K-12 audiences, including the role of public lands in meeting our nations energy needs.  Programs will be correlated to California State Educational standards, and shall be developed in collaboration with BLM and partner technical experts.  Programs and products will emphasize Tread Lightly! and Leave No Trace principles and practices in order to foster a new generation of responsible outdoor recreationists and land users."
"e286a7fb-c1ad-4eba-b037-c9e1bab8c9d3","OSBDC-2009-02","Small Business Development Center","archived","SBA","discretionary","","2008-05-28","2008-08-28","Closing Date is August 28, 2008 at 9 pm EST","2008-08-29","True","41","92620000","539556","5820330","http://www.sba.gov/aboutsba/sbaprograms/sbdc/funding/sbdc_funding_opps.html","http://www.sba.gov/aboutsba/sbaprograms/sbdc/funding/sbdc_funding_opps.html","59.037|Small Business Development Center","cooperative_agreement","business_and_commerce","","other","An eligible candidate is an existing SBDC recipient organization currently funded under the Small Business Development Center (SBDC) program for a program year of January to December (Calendar Year-CY).  An application submitted by an entity that is not a current lead SBDC will not be considered.","Small Business Administration","Small Business Administration","Office of Small Business Development 
(202) 205-6766","OSBDC@sba.gov","OSBDC@sba.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/e286a7fb-c1ad-4eba-b037-c9e1bab8c9d3","Program Announcement No. OSBDC-2009-02.  Note:  Program Announcements No. OSBDC-2009-01 (for FY applicants) and No. OSBDC-2009-02 (for CY applicants) are identical in content.  
U.S. Small Business Administration / Office of Small Business Development Centers (OSBDC)
OPENING DATE:  May 28, 2008
CLOSING DATE:  August 28, 2008
The U.S. Small Business Administration (SBA) plans to issue Program Announcement No.OSBDC-2009-02 to invite applications to renew funding for existing recipient organizations currently funded under the Small Business Development Center (SBDC) program as authorized by Section 21 of the Small Business Act, (15 USC Section 648).  Applicants will provide business management and technical assistance, including short and long-term counseling, training to clients who want to start or expand a small business.

The SBDC program is the SBAs largest matching grant-funded service delivery network providing high quality business and economic development assistance to small businesses and nascent entrepreneurs in order to promote growth, expansion, innovation, increased productivity and management improvement.  The SBDCs, in partnership with SBAs Office of Small Business Development Centers (OSBDC) and SBA District Offices, develop programs and provide business management and other services that enhance the economic development goals and objectives of SBA and their other respective state and local funding partners.  The SBDC program is a broad-based system of assistance for the small business community that links the resources of Federal, state, and local governments with those of the educational community and the private sector.  Although SBA is responsible for the general management and oversight of the SBDC program, a partnership exists between SBA and the recipient organization to effectuate the delivery of assistance to the small business community.

Award recipients must provide non-Federal matching funds at the rate of one non-Federal dollar for each Federal dollar.  Up to one-half of the non-Federal match funds may be in the form of in-kind contributions but at least 50% of match must be in cash.

Questions about this program announcement should be directed to the Office of Small Business Development Centers at the SBA, at (202)205-6766.  

Note:  Program Announcements No. OSBDC-2009-01 (for FY applicants) and No. OSBDC-2009-02 (for CY applicants) are identical in content.  


"
"091ef7a2-5e4f-4835-88d2-c95486a2d5c5","NEAPS0802","2010 NEA Jazz Masters Announcement and Awards Ceremony & Concert","archived","NEA","discretionary","CategoryExplanation","2008-07-10","2008-08-28","","2008-09-27","False","1","","265000","265000","http://www.arts.gov/grants/apply/RFP/JazzMasters.html","2010 NEA Jazz Masters Announcement and Awards Ceremony & Concert ","45.024|Promotion of the Arts_Grants to Organizations and Individuals","cooperative_agreement","arts","","state_governments;federally_recognized_native_american_tribal_governments;private_institutions_of_higher_education;city_or_township_governments;county_governments;nonprofits_non_higher_education_with_501c3;independent_school_districts;special_district_governments;public_and_state_institutions_of_higher_education","Nonprofit, tax-exempt 501(c)(3), U.S. organizations; units of state or local government; or federally recognized tribal communities or tribes may apply. To be eligible, the applicant organization must:
 
	Meet the Arts Endowment's ""Legal Requirements""  at the time of application.  
	Have at least three years of experience in performing arts presenting and producing prior to the application deadline.
	Have submitted acceptable Final Report packages by the due date(s) for all Arts Endowment award(s) previously received.
","National Endowment for the Arts","National Endowment for the Arts","Web Manager","webmgr@arts.gov","Web Manager","False","","","","","","","","","https://simpler.grants.gov/opportunity/091ef7a2-5e4f-4835-88d2-c95486a2d5c5","The National Endowment for the Arts Jazz Masters awards represent the highest honor that our nation bestows upon jazz musicians.  Each year, a select number of living legends who have made exceptional contributions to the advancement of jazz are recognized.  Awards are based on nominations from the public including the jazz community.  In 2010, the Arts Endowment anticipates honoring up to five jazz musicians as well as one individual who is designated as a jazz advocate.

The Arts Endowment plans to enter into a Cooperative Agreement with an organization to coordinate the 2010 NEA Jazz Masters Announcement, Awards Ceremony & Concert and related activities.  
"
"c70cf066-6172-4c36-ace6-5ad19085b102","CA-NOI-08-0013","San Joaquin River Gorge ""hands on the Land"" program partnership","archived","DOI-BLM","discretionary","","2008-08-20","2008-08-28","","2008-09-30","False","1","374146","30000","374146","","","15.225|Recreation Resource Management","cooperative_agreement","education","","county_governments","","Bureau of Land Management","Department of the Interior","Traci Thaler
Grants and Agmts Specialist
Phone 916-978-4529","tthaler@blm.gov","tthaler@blm.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/c70cf066-6172-4c36-ace6-5ad19085b102","This is a Follow-on project to expand an existing partnership to include more grade levels and implement a student summer science program which combines hands-on science education, trail maintenance and habitat enhancement project activities.  SUSD will assist BLM in developing and presenting site-specific hands-on, interactive natural and heritage resource educational programs and products for K-12 audiences.  Programs will be correlated to California State Educational standards, and shall be developed in collaboration with BLM and partner technical experts to be culturally relevant to the student population and accurately and respectfully interpret local Native American culture.  SUSD will utilize the expertise of its Native American Education program and shall work closely with local tribes and BLM to develop programs to meet mutual goals.  Programs and products will emphasize Tread Lightly! and Leave No Trace principles and practices in order to foster a new generation of responsible outdoor recreationists and land users."
"769d73db-00a0-4df4-8c0c-2eab592c9548","USDANRCSVT0801","Technical Assistance for WHIP and EQIP","archived","USDA-NRCS-VTSO","discretionary","","2008-08-07","2008-08-29","","2008-09-28","False","1","162000","0","162000","http://www.vt.nrcs.usda.gov","Vermont NRCS Homepage","10.914|Wildlife Habitat Incentive Program;10.912|Environmental Quality Incentives Program","cooperative_agreement","agriculture","","public_and_state_institutions_of_higher_education;state_governments;private_institutions_of_higher_education;nonprofits_non_higher_education_with_501c3","","Vermont State Office","Department of Agriculture","Patricia  Pickett
Contract Specialist
Phone 802-9516796X224","pat.pickett@vt.usda.gov","Office email","False","","","","","","","","","https://simpler.grants.gov/opportunity/769d73db-00a0-4df4-8c0c-2eab592c9548","The USDA, Natural Resources Conservation Service (NRCS) in Vermont is looking for eligible applicants to provide Technical Assistance to implement the Wildlife Habitat Incentives Program (WHIP) and wildlife habitat enhancement practices through the Environmental Quality Incentives Program (EQIP) in Vermont."
"e4eaf8ba-bafe-4d6d-be69-81ac47ad67f9","WY-NOI08-9016","Grass Creek Road Maintenance","archived","DOI-BLM","discretionary","","2008-08-15","2008-08-29","","2008-09-28","True","1","4000","4000","4000","","","15.225|Recreation Resource Management","cooperative_agreement","other","Recreation Resource Management","county_governments","","Bureau of Land Management","Department of the Interior","Ilze Karklins-Powers
Grants & Agreements Specialist
Phone 307-775-6293","Ilze_Karklins-Powers@blm.gov","Grants Management Officer","False","","","","","","","","","https://simpler.grants.gov/opportunity/e4eaf8ba-bafe-4d6d-be69-81ac47ad67f9","The Bureau of Land Management, Wyoming State Office, intends to award a cooperative agreement with Hot Springs County to improve and maintain the Grass Creek Road to provide access to the public lands in the Grass Creek drainage, and therefore benefit residents and visitors to Hot Springs County and encourage recreation within the county.

The anticipated length of the project is a five year period.  The BLM will consider continued funding for the project upon (a) the recipient showing progress satisfactory to the BLM toward program goals and the determination by the BLM that continuation of the program would be in the best interest of the Government or (b) the availability of funds.  The total project period for this award will not exceed 60 months.
"
"98fe74ed-fc3e-49e9-a703-58342b24a523","NOS-CSC-2009-2001413","Bay Watershed Education and Training (B-WET) Hawaii Program","archived","DOC-NOAA","discretionary","","2008-07-11","2008-08-29","","2008-09-28","False","15","1000000","10000","1000000","Click on Full Opportunity Button at the Top of this Page","Click on Full Opportunity Button at the Top of this Page","11.473|Coastal Services Center","grant;cooperative_agreement","education;science_technology_and_other_research_and_development;natural_resources;environment","","other","Eligible applicants for Priority 1 and 2 are K-12 
public and independent schools and school systems, institutions of 
higher education, commercial and nonprofit organizations, state or 
local government agencies, and Indian tribal governments. Individual 
applicants and Federal agencies are not eligible. Federal agencies are 
not allowed to receive funds under this announcement but may serve as 
collaborative project partners. The Department of Commerce/ National 
Oceanic and Atmospheric Administration (DOC/NOAA) is strongly committed 
to broadening the participation of historically Black Colleges and 
Universities, Hispanic-serving institutions, Tribal colleges and 
universities, Alaskan Native and Native Hawaiian institutions, and 
institutions that service undeserved areas.
","National Oceanic and Atmospheric Administration","Department of Commerce","Steve  Drescher
Policy Advisor
Phone 301-713-0926","steve.j.drescher@noaa.gov","For Application Download issues","False","","","","","","","","","https://simpler.grants.gov/opportunity/98fe74ed-fc3e-49e9-a703-58342b24a523","The purpose of this notice is to solicit proposals for grants to support NOAA's goal of developing a well-informed citizenry involved in decision-making that positively impact our coastal, marine and watershed ecosystems in the state of Hawaii. This opportunity is an annually awarded, competitively-based grant that provides initial funding to: (1) Assist in the development of new programs; (2) encourage innovative partnerships among environmental education programs throughout Hawaii; and (3) support geographically targeted programs to advance environmental education efforts that complement appropriate school requirements. Funded projects provide meaningful science-based outdoor experiences for K-12 students and professional development opportunities for teachers in the area of environmental education as defined in this announcement."
